cuisines,count
"Central European, German, Mediterranean, European, Croatian",2
"French, Polish, European, Healthy",2
"Indian, African, Middle Eastern, Pakistani",2
"Pizza, Grill, Italian, Seafood, Mediterranean",2
"Bar, Cafe, Spanish, Pub, Gastropub",2
"Japanese, Fast food, Sushi, Japanese Fusion",2
"French, Pizza, European, Cafe, Fast food",2
"Diner, Cafe, Healthy, Dining bars",2
"Armenian, Greek, Lebanese, Mediterranean",2
"European, Seafood, International, Central European",2
"Fusion, Indian, Asian",2
"German, Diner, Steakhouse",2
"Steakhouse, Seafood, Greek, Mediterranean",2
"French, Bar, Mediterranean, European, Gastropub, Pub",2
"French, International, Seafood, Mediterranean",2
"American, Japanese, Asian",2
"Moroccan, Mediterranean, Greek, Israeli, Arabic, Algerian",2
"Bar, European, Spanish, International, Mediterranean",2
"Cajun & Creole, French, Caribbean",2
"French, European, Kyoto cuisine",2
"Mediterranean, Healthy, Wine Bar",2
"Barbecue, Spanish, Contemporary",2
"European, Belgian, International, Pub, Gastropub",2
"Steakhouse, Catalan",2
"Bar, Cafe, Fusion, Gastropub",2
"Indian, European, British",2
"International, German, Cafe, European, Central European",2
"French, Grill, Seafood, Barbecue",2
"Barbecue, Asian, Vietnamese",2
"Dutch, European, French, Cafe, International",2
"Turkish, Greek, Arabic",2
"Grill, Fusion, Vietnamese",2
"Japanese, Caribbean, Peruvian, South American, Jamaican",2
"Seafood, Grill, French, Bar, European",2
"German, Seafood, Grill, Gastropub",2
"Italian, Seafood, Barbecue, European, Mediterranean",2
"Mediterranean, European, Asian, Central European",2
"Deli, Grill, Street Food",2
"Fast food, Turkish, Deli",2
"French, Brew Pub, Mediterranean, Pub",2
"Sushi, Asian, Japanese, Fast food",2
"Italian, Mediterranean, European, Healthy, Gastropub",2
"Austrian, European, Central European, German, Bar, Pub",2
"German, Austrian, European, Central European, Seafood",2
"French, Seafood, Grill, Healthy",2
"Italian, Pizza, Mediterranean, Grill, Assyrian",2
"French, German, European, Cafe",2
"Greek, Cafe, Mediterranean, Wine Bar, Beer restaurants",2
"Seafood, French, Mediterranean, Wine Bar",2
"Indonesian, Indian",2
"French, Barbecue, Spanish, Wine Bar",2
"Italian, Pizza, Mediterranean, European, Portuguese, Neapolitan, Campania, Southern-Italian",2
"Healthy, Soups, Cafe, International",2
"Mediterranean, Greek, Healthy, European, Grill",2
"Bar, Cafe, Fast food, Barbecue, Spanish, Pub",2
"French, Pizza, Mediterranean, European, Dining bars",2
"Deli, Contemporary, German, Bar, European, Central European",2
"French, International, Seafood",2
"Cafe, Fast food, Pub, Gastropub, Soups",2
"Japanese, Sushi, Seafood, Japanese Fusion",2
"Austrian, European, Grill, Healthy, Central European",2
"Austrian, Mediterranean, Grill",2
"Mexican, Indian, Fast food, Fusion",2
"French, Brew Pub, Wine Bar, Gastropub, European",2
"French, Gastropub, European, Healthy",2
"Indian, Asian, Grill, Middle Eastern, Pakistani, Sri Lankan",2
"Fast food, French, American, Cafe",2
"Turkish, Pizza, Mediterranean, Barbecue, Grill",2
"Fast food, Steakhouse, International, Grill, Street Food",2
"Italian, American, Indian, German, Pizza",2
"Healthy, French, Mediterranean",2
"American, Steakhouse, Bar, Barbecue, Grill, Pub, Diner",2
"Bar, Cafe, Deli, Italian",2
"German, Gastropub, Bar, European, Greek, Central European",2
"German, Pub, Diner",2
"Dutch, Bar, International, European, Pub, Diner, Soups",2
"Wine Bar, French, European, Barbecue, Spanish, Grill",2
"French, Brew Pub, Wine Bar, Mediterranean, European, Healthy, Catalan",2
"Indian, Asian, Balti, Contemporary",2
"Seafood, Mediterranean, South American",2
"German, International, Bar, European, Pub, Central European, Dining bars",2
"Thai, Bar, Asian, Pub",2
"Bar, Mediterranean, Asian, Pub",2
"Italian, American, Bar, Barbecue, European",2
"Diner, German, European, Deli, Central European",2
"French, Bar, Seafood, Pub, Healthy",2
"Italian, Brew Pub, Pizza, Pub, Fast food",2
"French, Grill, Cafe, Fast food, Soups",2
"Steakhouse, Austrian, Barbecue, European, Central European",2
"American, German, European, Spanish",2
"Mediterranean, Spanish, International, Beer restaurants",2
"Contemporary, French, Fast food, Soups",2
"German, Bar, Cafe, Pub, Beer restaurants",2
"Asian, Vietnamese, French",2
"Mexican, Indian, Bar, British, Pub",2
"Fast food, American, German, Bar, Cafe, Pub",2
"Cafe, Deli, Healthy, Soups, British",2
"Italian, Bar, Cafe, Seafood, Deli",2
"International, European, Contemporary, Fusion, Central European, Austrian",2
"Healthy, Moroccan, Mediterranean, Middle Eastern",2
"Polish, Bar, European, Pub, Healthy",2
"Fast food, British, Street Food, American, Beer restaurants",2
"Contemporary, Scandinavian",2
"Deli, French, German, European, Central European",2
"Italian, Mediterranean, Fast food, Deli",2
"British, Healthy, Contemporary",2
"Caribbean, Latin, Cuban, South American, Central American",2
"French, Seafood, Fast food, Spanish",2
"Italian, German, Pizza, Gastropub",2
"American, French, Steakhouse, Barbecue",2
"French, Italian, Dutch, Seafood, International",2
"Lebanese, Arabic, Cafe, Mediterranean, Wine Bar, Middle Eastern",2
"French, European, Bar, International, Deli, Pub",2
"International, German, Pizza",2
"Grill, Diner, Brew Pub, Cafe, Pub",2
"French, Italian, Lebanese, Mediterranean",2
"German, Cafe, Healthy, Street Food",2
"Italian, French, Seafood, International, Mediterranean",2
"American, Steakhouse, Seafood, Mediterranean, Wine Bar",2
"Fast food, Asian, Fusion",2
"Asian, Indonesian, International",2
"French, Cafe, Diner, Wine Bar, Dining bars",2
"French, Mediterranean, Cafe, Dining bars",2
"International, Asian, New Zealand",2
"Mediterranean, European, Spanish, Catalan, Barbecue",2
"Asian, Fusion, Vietnamese, Healthy, Street Food",2
"American, Latin, European, Spanish, Central European",2
"French, Cafe, Diner, Bar",2
"German, Bar, Greek, Pub, Dining bars, Beer restaurants",2
"Brew Pub, Street Food, Italian, Pub",2
"Bangladeshi, Indian, Asian, Contemporary, Balti",2
"Brew Pub, Bar, European, Pub, Central European",2
"Bar, Fast food, Mediterranean, European, Spanish",2
"German, Central European, International, European, Pub",2
"Asian, Vietnamese, Chinese, Japanese, Sushi, Thai",2
"French, Cafe, Belgian, Seafood, Grill",2
"Asian, European, Thai, Fusion",2
"Deli, German, Bar, Mediterranean, Pub",2
"Croatian, Austrian, European",2
"International, Sushi, Italian, Grill",2
"Deli, Wine Bar, Bar, European",2
"Fujian, French",2
"Indian, Asian, Thai, Fusion, Dining bars",2
"Bar, Cafe, Mediterranean, Barbecue, Pub",2
"French, International, Mediterranean, European, Contemporary",2
"Irish, Israeli, Italian",2
"Bar, Seafood, International, Grill, Pub, Diner",2
"Italian, German, Pizza, Greek, Grill",2
"French, American, Spanish, Argentinian, South American",2
"French, Brew Pub, Wine Bar, Healthy",2
"Healthy, Street Food, Cafe",2
"Scandinavian, Deli, Soups, Seafood, Swedish",2
"Italian, Chinese, German, International, Fusion",2
"Italian, Bar, Pizza, Cafe, Spanish, Pub",2
"American, Steakhouse, Mexican, Barbecue",2
"Dutch, Seafood, European, Deli, International",2
"Healthy, French, Cafe, Fast food, Deli",2
"African, European, Deli",2
"Peruvian, Bar, Cafe, Deli, Pub, South American",2
"Italian, Dining bars, European, Mediterranean, Fusion, Healthy",2
"Steakhouse, Soups, South American",2
"French, Seafood, Barbecue, Pub, Gastropub",2
"Cafe, Mediterranean, European, Spanish, Pub",2
"French, Cafe, Catalan",2
"Austrian, Pizza, European, Pub",2
"Fast food, European, Scandinavian, Danish",2
"Fast food, Barbecue, Turkish, Middle Eastern",2
"Middle Eastern, Turkish, Wine Bar",2
"Steakhouse, German, European, Wine Bar, Central European, South American, Algerian",2
"Bar, Barbecue, Pub, Steakhouse, Brew Pub",2
"Spanish, Bar, Cafe, Grill, Pub, Dining bars",2
"Italian, Pub, Brew Pub, Fast food",2
"Japanese, Sushi, Asian, Azerbaijani",2
"Dutch, Bar, Cafe, International, European, Pub",2
"Italian, Cafe, Bar, Wine Bar",2
"European, Barbecue, Grill",2
"French, Fast food, International, Contemporary, Street Food",2
"Bar, Seafood, French, European, Healthy",2
"Wine Bar, Italian, German, European, Spanish, Portuguese",2
"Greek, Pizza, Seafood, Mediterranean, European",2
"Italian, Pizza, Healthy, Neapolitan, Campania, Romana, Lazio, Sicilian, Central-Italian, Southern-Italian",2
"Bar, European, French, Dutch, International, Pub, Central European",2
"German, Deli, Grill, Contemporary, Diner",2
"International, Contemporary, Gastropub, Beer restaurants",2
"Seafood, International, Healthy, Street Food, Hawaiian",2
"Bar, Cafe, European, Pub, Diner",2
"International, European, Grill, Czech",2
"Bar, British, Pub, Welsh, Beer restaurants",2
"Cafe, Italian, Polish, European",2
"African, Seafood, Ethiopian",2
"American, Diner, Cafe",2
"French, Armenian, Georgian, European, Eastern European",2
"Belgian, Bar, Fast food, European, Pub",2
"Asian, Thai, Vietnamese, Indonesian, Fusion",2
"Lebanese, Fast food, Mediterranean, Healthy, Middle Eastern",2
"Indian, Pizza, Diner",2
"American, Mediterranean, Street Food",2
"Austrian, Gastropub, Central European, European, Pub",2
"Pizza, French, Brew Pub, Bar, Cafe, Dining bars",2
"French, Bar, Pizza, International, European, Gastropub",2
"Italian, Bar, Deli, Soups, Eastern European",2
"French, Italian, Healthy",2
"Central European, German, Sushi, European",2
"Healthy, Pizza, International, Diner, Soups",2
"Dining bars, Bar, Pub, Wine Bar",2
"International, Mediterranean, Deli",2
"Italian, Deli, Gastropub, Bar, Pub",2
"French, Contemporary, Fusion, Italian",2
"German, Pizza, Balti, Eastern European",2
"French, Fast food, Mediterranean, Deli, Dining bars",2
"American, Cafe, British, Deli, Diner",2
"Chinese, Diner, Central Asian",2
"French, European, Grill, Healthy",2
"Fast food, French, American, Street Food",2
"Dutch, Seafood, Contemporary, European",2
"Seafood, Barbecue, Mediterranean, European, Croatian",2
"French, Dutch, International, European, Diner",2
"Mediterranean, Lombard",2
"Steakhouse, Barbecue, Argentinian, French, Grill",2
"Mediterranean, Fusion, Wine Bar, Japanese Fusion",2
"Chinese, Seafood, Vietnamese",2
"French, Swiss, European, International",2
"Indian, European, Thai, Vietnamese, Indonesian",2
"Fast food, European, Grill, Swedish",2
"Healthy, French, Cafe, Thai",2
"Sushi, Japanese, Seafood, Grill",2
"Mexican, Spanish, Seafood",2
"Moroccan, Fast food, Mediterranean, European, Grill, Diner, Central European",2
"German, Deli, Grill, Barbecue",2
"Philippine, Asian, Thai",2
"French, Belgian, Seafood, Mediterranean, European",2
"Fast food, Mediterranean, French",2
"Healthy, German, Wine Bar",2
"Seafood, Asian, Fusion, Vietnamese, Healthy",2
"Lebanese, Middle Eastern, Mediterranean, Street Food, Arabic",2
"Latin, International, Spanish, Fusion, Wine Bar, Street Food",2
"Steakhouse, German, Seafood, International",2
"Italian, Sardinian, Southern-Italian, Pizza, Seafood",2
"Greek, Mediterranean, Central European",2
"German, Austrian, International, European, Contemporary",2
"International, Fusion, Diner, Healthy",2
"Mediterranean, Spanish, Steakhouse, Grill",2
"Mediterranean, European, Croatian, Central European, International, Grill",2
"Cafe, British, Grill, Street Food",2
"French, Cafe, Deli, Contemporary",2
"Seafood, International, Healthy",2
"Bar, Cafe, Mediterranean, Grill",2
"Brew Pub, French, European, Pub",2
"German, Spanish, Grill, Mediterranean",2
"Asian, Street Food, Chinese, Cafe, Sushi",2
"Austrian, Cafe, European, Deli, Diner, Central European",2
"Grill, French, Steakhouse, Bar, European, Pub",2
"Pub, Bar, Cafe, Spanish",2
"German, Bar, Cafe, Pub, Wine Bar, Beer restaurants",2
"Italian, American, Fast food, Mediterranean, Healthy",2
"British, Gastropub, French",2
"Steakhouse, Barbecue, Grill, European",2
"Chinese, Asian, Uzbek",2
"German, European, Eastern European, Ukrainian",2
"French, International, Deli, Healthy",2
"European, Spanish, Portuguese, Argentinian, South American",2
"International, European, French, Mediterranean",2
"Middle Eastern, Greek",2
"Dutch, Healthy, Street Food, European, Soups",2
"Bar, Mediterranean, Barbecue, Spanish, Grill, Pub",2
"Spanish, Cuban, Seafood",2
"Healthy, Austrian, Bar, Cafe, European, Pub, Diner, Central European",2
"Central European, Italian, German, Mediterranean, European",2
"Japanese, Asian, South American",2
"Dutch, Street Food, Cafe, European",2
"American, Moroccan, Mediterranean, European, Middle Eastern",2
"Seafood, Sushi, Asian, Diner, Japanese",2
"Italian, European, Sardinian, Southern-Italian, Seafood",2
"Italian, European, Healthy, Soups, Central European",2
"Tunisian, African, Moroccan, Mediterranean",2
"African, Ethiopian, Bar, Cafe, International, Pub",2
"French, Cafe, Diner, Australian",2
"Deli, Fusion",2
"Italian, Pizza, Fast food, International, Contemporary",2
"Healthy, Cafe, Fast food, Diner, Medicinal foods",2
"German, European, Contemporary, Fusion, Central European",2
"French, Spanish, Brew Pub, Wine Bar, Gastropub, Dining bars",2
"French, Steakhouse, European, Barbecue",2
"Pizza, European, Grill, Diner, Swedish",2
"European, Scandinavian, Norwegian, Fusion, Swedish",2
"Cafe, Healthy, French, Moroccan, Mediterranean, Fusion",2
"French, European, Street Food, Catalan",2
"Armenian, Lebanese, Middle Eastern, Mediterranean, Deli",2
"Chinese, Seafood, Asian, Grill, Fujian",2
"Belgian, Dutch, European, Fast food",2
"Italian, Deli, French",2
"Barbecue, French, Mediterranean, Deli, Argentinian, South American",2
"German, Steakhouse, Seafood, Grill",2
"Seafood, French, Wine Bar",2
"Italian, French, Steakhouse, Street Food",2
"Barbecue, Sushi, Asian, International, Grill",2
"Italian, American, European, French",2
"European, Fusion, Gastropub, Dining bars",2
"Steakhouse, Deli",2
"Seafood, Sushi, Asian, Deli, Diner, Mongolian, Chinese",2
"Fast food, European, Grill, Dining bars",2
"Bar, Pizza, Seafood, Pub, Neapolitan, Campania, Calabrian, Ligurian, Northern-Italian, Southern-Italian",2
"German, International, Diner, Healthy, Italian",2
"Grill, Persian",2
"International, Mediterranean, Spanish, Healthy, European",2
"Croatian, Central European, Steakhouse, European",2
"German, Sushi, European, Pub, Gastropub",2
"Grill, French, Bar, European, Pub",2
"Dutch, French, Seafood, European, Diner",2
"Bar, European, Pub, Brew Pub, Grill",2
"Wine Bar, French, European, Spanish, Pub",2
"Austrian, Cafe, European, Gastropub",2
"Cafe, Healthy, French, German, European",2
"Bar, International, Deli, Pub, Diner",2
"Pizza, Mediterranean, French, European",2
"Seafood, Grill, French, European, Gastropub",2
"French, American, Thai, British, Street Food",2
"Cafe, European, Spanish, Bar",2
"Barbecue, Northern-Italian",2
"European, Russian, Eastern European, Ukrainian",2
"French, Asian, Mediterranean, Healthy",2
"Asian, Thai, Vietnamese, Sushi, Deli, Contemporary, Street Food",2
"Italian, French, European, Asian, Dining bars",2
"French, Bar, Cafe, Wine Bar, Healthy",2
"Japanese, Sushi, European, Italian, Chinese, Dutch, Seafood, Mediterranean",2
"Portuguese, Fast food, European, Grill, Contemporary",2
"Asian, Chinese, International, Gastropub",2
"Bar, European, Central European, Dutch, Pub",2
"Steakhouse, Latin, Barbecue, Argentinian, Central American",2
"International, Dutch, Bar, European",2
"Brew Pub, Greek",2
"Italian, Mediterranean, Central European, Pizza, European",2
"French, Barbecue, Deli, European, Central European",2
"Brew Pub, Bar, Mediterranean, Greek, Pub",2
"Italian, Bar, European, French",2
"Steakhouse, Brew Pub, Pizza, Pub, Italian",2
"Belgian, Cafe, Dutch, European",2
"Pizza, Fast food, Turkish, Middle Eastern, Mediterranean, European",2
"Belgian, European, Bar, Cafe, Pub",2
"Austrian, Brew Pub, European, German, Central European",2
"Australian, Cafe, European",2
"Italian, Steakhouse, Mediterranean, Barbecue, Grill, Tuscan, Central-Italian",2
"French, European, Deli, Portuguese",2
"Cafe, Diner, Central European, German, European",2
"European, Dutch, Bar, Pub, Wine Bar, Beer restaurants",2
"Indian, Fast food, South American",2
"Italian, American, German, Fast food, Turkish",2
"American, Fast food, Greek, Grill",2
"Cafe, Seafood, Portuguese",2
"German, Seafood, Danish, Fast food",2
"Mediterranean, Spanish, Central European",2
"Bar, Cafe, Deli, Soups",2
"International, European, Portuguese, Cafe",2
"French, European, Grill, Bar",2
"Bar, Cafe, International, European, Portuguese",2
"Italian, Bar, Pub, Mediterranean, Barbecue",2
"French, Mediterranean, Healthy, Brew Pub, International",2
"Indian, Bar, Grill, Pub, Dining bars, Beer restaurants",2
"German, International, European, Contemporary, Gastropub, Central European",2
"Sushi, Japanese, Seafood, Asian, Thai",2
"German, European, French, Bar, Pub",2
"Contemporary, Street Food, Italian",2
"Cafe, Bar, Barbecue, Pub, Gastropub",2
"Indian, Asian, Middle Eastern, Pakistani, Bangladeshi, Arabic",2
